,transaction_id,cust_id,tran_date,prod_subcat_code,prod_cat_code,Qty,Rate,Tax,total_amt,Store_type
1089,55761597221,269697,30-12-2018,5,3,-4,-1374,577.08,-6073.08,e-Shop
1090,55632630221,271262,30-12-2018,5,3,4,1037,435.54,4583.54,e-Shop
1091,33468347680,268073,30-12-2018,3,2,-1,-668,70.14,-738.14,MBR
1092,29979699350,267361,30-12-2018,4,3,2,688,144.48,1520.48,Flagship store
1093,5019044047,272255,30-12-2018,4,2,-2,-633,132.93,-1398.93,MBR
1094,42960197717,269679,30-12-2018,1,2,2,1498,314.58,3310.58,e-Shop
1095,10078011759,274975,30-12-2018,11,5,5,357,187.425,1972.425,TeleShop
1096,6835206607,269355,30-12-2018,1,1,1,661,69.405,730.405,MBR
1097,33772154583,275060,30-12-2018,3,2,4,1348,566.16,5958.16,Flagship store
1098,51514545410,270709,30-12-2018,1,1,5,1304,684.6,7204.6,e-Shop
1099,71147803470,269304,30-12-2018,12,5,1,711,74.655,785.655,e-Shop
1100,92205186305,272143,30-12-2018,10,6,2,825,173.25,1823.25,MBR
1101,83941716509,273771,30-12-2018,4,1,5,725,380.625,4005.625,e-Shop
1102,81110299683,272797,30-12-2018,4,1,4,695,291.9,3071.9,TeleShop
1103,87479355286,268202,30-12-2018,5,3,2,1273,267.33,2813.33,MBR
1104,84218664636,272718,30-12-2018,1,4,2,1156,242.76,2554.76,TeleShop
1105,57658429693,267090,29-12-2018,3,2,2,287,60.27,634.27,TeleShop
1106,8309911857,267203,29-12-2018,10,3,1,1169,122.745,1291.745,e-Shop
1107,14543452790,273652,29-12-2018,7,5,1,482,50.61,532.61,MBR
1108,6887173968,270371,29-12-2018,12,5,2,715,150.15,1580.15,TeleShop
1109,33468347680,268073,29-12-2018,3,2,1,668,70.14,738.14,MBR
1110,13081911279,274375,29-12-2018,1,4,4,315,132.3,1392.3,MBR
1111,209435584,270676,29-12-2018,5,3,4,1229,516.18,5432.18,e-Shop
1112,52734052194,266882,29-12-2018,1,2,2,1042,218.82,2302.82,Flagship store
1113,16531038014,273230,29-12-2018,1,1,4,505,212.1,2232.1,MBR
1114,6702027228,271898,29-12-2018,11,6,4,619,259.98,2735.98,Flagship store
1115,35589805855,267134,29-12-2018,4,2,-4,-515,216.3,-2276.3,TeleShop
1116,33215457342,272081,29-12-2018,12,6,4,1079,453.18,4769.18,e-Shop
1117,9488888491,267446,29-12-2018,1,4,2,1336,280.56,2952.56,e-Shop
1118,44632937084,267701,29-12-2018,9,3,4,746,313.32,3297.32,TeleShop
1119,68173579419,274945,29-12-2018,11,6,2,782,164.22,1728.22,TeleShop
1120,91895552749,273127,29-12-2018,4,1,3,696,219.24,2307.24,TeleShop
1121,91592272866,266857,29-12-2018,1,4,5,686,360.15,3790.15,Flagship store
1122,64284350561,268025,29-12-2018,10,5,1,808,84.84,892.84,TeleShop
1123,71273972657,273623,29-12-2018,4,2,5,1168,613.2,6453.2,e-Shop
1124,46642388374,272339,28-12-2018,4,1,3,1147,361.305,3802.305,e-Shop
1125,45454071241,273254,28-12-2018,1,2,3,183,57.645,606.645,TeleShop
1126,52082965735,274092,28-12-2018,1,1,1,529,55.545,584.545,Flagship store
1127,22312241042,273106,28-12-2018,6,5,5,467,245.175,2580.175,e-Shop
1128,42260157986,267786,28-12-2018,10,5,3,228,71.82,755.82,Flagship store
1129,7065958073,268776,28-12-2018,3,1,-2,-1191,250.11,-2632.11,e-Shop
1130,58429524107,272862,28-12-2018,12,6,4,450,189.0,1989.0,MBR
1131,55761597221,269697,28-12-2018,5,3,4,1374,577.08,6073.08,e-Shop
1132,14082904669,271366,28-12-2018,4,2,-3,-1223,385.245,-4054.245,TeleShop
1133,52801526238,271346,28-12-2018,8,3,2,1108,232.68,2448.68,e-Shop
1134,62956338430,269122,28-12-2018,6,5,2,929,195.09,2053.09,MBR
1135,36475336507,271648,28-12-2018,4,1,5,566,297.15,3127.15,TeleShop
1136,10952553070,273745,28-12-2018,10,5,5,158,82.95,872.95,TeleShop
1137,33959743303,271567,28-12-2018,4,1,2,592,124.32,1308.32,TeleShop
1138,80437298259,274360,28-12-2018,1,1,4,600,252.0,2652.0,e-Shop
1139,64119795016,272375,28-12-2018,3,1,3,1394,439.11,4621.11,e-Shop
1140,82807938098,267148,28-12-2018,12,5,1,105,11.025,116.025,Flagship store
1141,88345549545,268880,28-12-2018,10,3,-1,-1373,144.165,-1517.165,e-Shop
1142,86213780829,269966,28-12-2018,1,1,5,1339,702.975,7397.975,Flagship store
1143,99907988483,272932,28-12-2018,3,1,1,1196,125.58,1321.58,TeleShop
1144,79025894902,272317,28-12-2018,10,5,3,1095,344.925,3629.925,e-Shop
1145,7396403276,266917,27-12-2018,3,2,5,952,499.8,5259.8,e-Shop
1146,8969181661,266825,27-12-2018,5,3,4,109,45.78,481.78,MBR
1147,5019044047,272255,27-12-2018,4,2,2,633,132.93,1398.93,MBR
1148,29520212347,272077,27-12-2018,11,6,4,942,395.64,4163.64,Flagship store
1149,33368801444,266805,27-12-2018,8,3,4,1046,439.32,4623.32,e-Shop
1150,53251907329,270446,27-12-2018,2,6,-4,-1407,590.94,-6218.94,MBR
1151,4241160878,273160,27-12-2018,1,1,3,959,302.085,3179.085,TeleShop
1152,16942008333,270405,27-12-2018,1,2,4,406,170.52,1794.52,MBR
1153,49003051800,274832,27-12-2018,3,5,4,473,198.66,2090.66,MBR
1154,12698745014,268144,27-12-2018,4,2,4,1026,430.92,4534.92,Flagship store
1155,47461024544,269967,27-12-2018,11,6,-2,-918,192.78,-2028.78,e-Shop
1156,53334439181,274183,27-12-2018,6,5,2,1472,309.12,3253.12,e-Shop
1157,16380694071,268284,27-12-2018,4,4,1,71,7.455,78.455,e-Shop
1158,75930016106,275043,27-12-2018,11,5,5,1214,637.35,6707.35,TeleShop
1159,82574135814,271793,27-12-2018,3,5,3,118,37.17,391.17,e-Shop
1160,88345549545,268880,27-12-2018,10,3,1,1373,144.165,1517.165,e-Shop
1161,75689550242,272437,27-12-2018,1,2,1,1374,144.27,1518.27,MBR
1162,85346069329,273279,27-12-2018,1,2,-5,-211,110.775,-1165.775,TeleShop
1163,99352265087,270815,27-12-2018,12,6,4,517,217.14,2285.14,e-Shop
1164,99513585582,270376,27-12-2018,1,1,2,112,23.52,247.52,Flagship store
1165,30138186915,268436,26-12-2018,3,1,-5,-842,442.05,-4652.05,e-Shop
1166,48844392614,268421,26-12-2018,6,5,4,446,187.32,1971.32,e-Shop
1167,30753675793,268268,26-12-2018,10,6,4,1360,571.2,6011.2,Flagship store
1168,24922564262,268569,26-12-2018,10,5,1,429,45.045,474.045,Flagship store
1169,62821391832,271733,26-12-2018,4,1,5,1024,537.6,5657.6,e-Shop
1170,47383587909,272201,26-12-2018,10,6,3,755,237.825,2502.825,e-Shop
1171,50302936135,270724,26-12-2018,10,5,3,1048,330.12,3474.12,MBR
1172,33594335176,268915,26-12-2018,10,3,4,1439,604.38,6360.38,MBR
1173,2827169460,269561,26-12-2018,6,5,5,715,375.375,3950.375,Flagship store
1174,17969269549,270615,26-12-2018,2,6,3,372,117.18,1233.18,Flagship store
1175,93950215569,274715,26-12-2018,10,5,4,88,36.96,388.96,e-Shop
1176,81983113640,269125,26-12-2018,4,1,4,1222,513.24,5401.24,TeleShop
1177,93518252657,268887,26-12-2018,6,5,3,1450,456.75,4806.75,MBR
1178,67051832926,269090,26-12-2018,3,5,4,305,128.1,1348.1,MBR
1179,66178491812,272127,26-12-2018,7,5,2,1030,216.3,2276.3,e-Shop
1180,88175536425,270396,26-12-2018,10,5,1,485,50.925,535.925,e-Shop
1181,75687982195,272846,26-12-2018,10,3,1,480,50.4,530.4,Flagship store
1182,91970983247,274016,26-12-2018,11,6,2,454,95.34,1003.34,TeleShop
1183,97870074546,272047,26-12-2018,4,3,-2,-1261,264.81,-2786.81,Flagship store
1184,80592732318,270059,26-12-2018,7,5,3,932,293.58,3089.58,Flagship store
1185,73772000365,269455,26-12-2018,4,1,5,1174,616.35,6486.35,MBR
1186,85346069329,273279,26-12-2018,1,2,5,211,110.775,1165.775,TeleShop
1187,79651090348,275188,26-12-2018,2,6,1,1435,150.675,1585.675,e-Shop
1188,45385565330,268545,25-12-2018,6,5,1,81,8.505,89.505,e-Shop
1189,49391673592,267134,25-12-2018,10,5,3,936,294.84,3102.84,Flagship store
1190,27766550080,269318,25-12-2018,7,5,-2,-647,135.87,-1429.87,e-Shop
1191,4942455630,267203,25-12-2018,11,6,-2,-223,46.83,-492.83,e-Shop
1192,40562609111,268431,25-12-2018,10,5,2,623,130.83,1376.83,TeleShop
1193,59200561938,271817,25-12-2018,10,6,1,407,42.735,449.735,TeleShop
1194,53319123194,274046,25-12-2018,3,2,5,414,217.35,2287.35,Flagship store
1195,42096257833,272864,25-12-2018,4,4,2,453,95.13,1001.13,MBR
1196,35589805855,267134,25-12-2018,4,2,4,515,216.3,2276.3,TeleShop
1197,80058841931,274084,25-12-2018,2,6,5,1275,669.375,7044.375,e-Shop
1198,71400928099,268494,25-12-2018,3,1,4,1361,571.62,6015.62,TeleShop
1199,81662475321,274934,25-12-2018,4,3,4,437,183.54,1931.54,Flagship store
1200,87387576196,268004,25-12-2018,8,3,1,552,57.96,609.96,e-Shop
1201,90666887377,270156,25-12-2018,7,5,2,1173,246.33,2592.33,e-Shop
1202,63695031353,267912,25-12-2018,2,6,1,909,95.445,1004.445,Flagship store
1203,29719500605,269519,24-12-2018,10,5,4,1036,435.12,4579.12,TeleShop
1204,44078221344,271920,24-12-2018,5,3,5,853,447.825,4712.825,MBR
1205,12945498917,273399,24-12-2018,12,6,2,579,121.59,1279.59,e-Shop
1206,44812600073,269927,24-12-2018,4,4,-5,-1373,720.825,-7585.825,e-Shop
1207,53432211581,268538,24-12-2018,8,3,1,636,66.78,702.78,e-Shop
1208,38428413973,272584,24-12-2018,10,3,4,1158,486.36,5118.36,Flagship store
1209,54631852993,272137,24-12-2018,11,6,2,875,183.75,1933.75,e-Shop
1210,57757107259,267811,24-12-2018,1,2,-4,-1472,618.24,-6506.24,MBR
1211,53251907329,270446,24-12-2018,2,6,4,1407,590.94,6218.94,MBR
1212,21688010509,269963,24-12-2018,12,5,3,1086,342.09,3600.09,MBR
1213,44752178619,269541,24-12-2018,1,2,5,1196,627.9,6607.9,e-Shop
1214,18104590837,267959,24-12-2018,12,6,4,787,330.54,3478.54,MBR
1215,11678613802,267750,24-12-2018,11,6,5,1235,648.375,6823.375,e-Shop
1216,42613414945,269264,24-12-2018,3,1,5,87,45.675,480.675,MBR
1217,39196415673,274053,24-12-2018,2,6,3,1438,452.97,4766.97,e-Shop
1218,3130889793,270163,24-12-2018,1,2,-4,-1217,511.14,-5379.14,TeleShop
1219,30540748600,269603,24-12-2018,3,2,1,1274,133.77,1407.77,TeleShop
1220,10805397480,269935,24-12-2018,10,6,1,243,25.515,268.515,TeleShop
1221,24386047000,269361,24-12-2018,10,3,2,406,85.26,897.26,e-Shop
1222,79390553814,269768,24-12-2018,4,1,4,1248,524.16,5516.16,e-Shop
1223,65419382652,275252,24-12-2018,1,4,1,833,87.465,920.465,TeleShop
1224,70736824077,272331,24-12-2018,1,4,2,648,136.08,1432.08,e-Shop
1225,66506453123,270041,24-12-2018,3,2,2,1486,312.06,3284.06,MBR
1226,97136638879,271957,24-12-2018,4,3,4,1070,449.4,4729.4,Flagship store
1227,92322562229,273162,24-12-2018,1,1,-1,-158,16.59,-174.59,Flagship store
1228,95802108331,271854,24-12-2018,8,3,5,268,140.7,1480.7,Flagship store
1229,97164597669,273879,24-12-2018,1,1,5,547,287.175,3022.175,Flagship store
1230,90664350001,271092,24-12-2018,11,6,3,880,277.2,2917.2,Flagship store
1231,55979959765,271749,23-12-2018,5,3,3,342,107.73,1133.73,e-Shop
1232,37098126495,269301,23-12-2018,10,5,4,697,292.74,3080.74,Flagship store
1233,18611009160,271737,23-12-2018,9,3,4,1307,548.94,5776.94,Flagship store
1234,51853651942,267460,23-12-2018,11,6,3,256,80.64,848.64,Flagship store
1235,4942455630,267203,23-12-2018,11,6,2,223,46.83,492.83,e-Shop
1236,1306004541,273451,23-12-2018,12,6,5,956,501.9,5281.9,e-Shop
1237,19576755780,270541,23-12-2018,1,2,5,1171,614.775,6469.775,e-Shop
1238,57131576667,270627,23-12-2018,2,6,1,1273,133.665,1406.665,TeleShop
1239,25511948871,273541,23-12-2018,3,1,3,253,79.695,838.695,MBR
1240,49145506409,271614,23-12-2018,9,3,3,1365,429.975,4524.975,TeleShop
1241,54440835041,271051,23-12-2018,10,5,4,844,354.48,3730.48,e-Shop
1242,41186143023,274445,23-12-2018,12,6,-2,-1446,303.66,-3195.66,MBR
1243,92066079926,268504,23-12-2018,10,5,4,913,383.46,4035.46,MBR
1244,71802154072,271461,23-12-2018,6,5,4,609,255.78,2691.78,MBR
1245,67854452862,271632,23-12-2018,12,5,-5,-216,113.4,-1193.4,e-Shop
1246,65863132377,268860,23-12-2018,8,3,1,1261,132.405,1393.405,Flagship store
1247,82642088447,274303,23-12-2018,12,5,4,126,52.92,556.92,Flagship store
1248,63487864080,269545,23-12-2018,1,4,2,268,56.28,592.28,MBR
1249,73034986218,268174,23-12-2018,3,1,4,640,268.8,2828.8,e-Shop
1250,82546626992,267665,23-12-2018,12,5,3,1414,445.41,4687.41,Flagship store
1251,94037898422,272679,23-12-2018,3,2,4,196,82.32,866.32,MBR
1252,63948496530,270418,23-12-2018,2,6,2,368,77.28,813.28,e-Shop
1253,38704757792,267656,22-12-2018,5,3,2,398,83.58,879.58,e-Shop
1254,17419069064,268104,22-12-2018,4,2,-5,-1170,614.25,-6464.25,e-Shop
1255,32512485396,267061,22-12-2018,3,5,3,1232,388.08,4084.08,e-Shop
1256,42704290447,270241,22-12-2018,5,3,3,1489,469.035,4936.035,TeleShop
1257,45939437203,272702,22-12-2018,4,1,3,1406,442.89,4660.89,TeleShop
1258,10837804347,268025,22-12-2018,7,5,5,227,119.175,1254.175,e-Shop
1259,21002223077,272153,22-12-2018,5,3,2,1023,214.83,2260.83,MBR
1260,26329452173,272671,22-12-2018,4,2,2,793,166.53,1752.53,e-Shop
1261,37353008251,270313,22-12-2018,8,3,3,1046,329.49,3467.49,e-Shop
1262,61751032428,269495,22-12-2018,3,1,2,1053,221.13,2327.13,MBR
1263,33329825217,274425,22-12-2018,3,5,3,1193,375.795,3954.795,MBR
1264,47461024544,269967,22-12-2018,11,6,2,918,192.78,2028.78,e-Shop
1265,37741268312,273119,22-12-2018,4,1,1,391,41.055,432.055,TeleShop
1266,10991891904,269122,22-12-2018,10,3,4,1380,579.6,6099.6,TeleShop
1267,7736250295,272721,22-12-2018,1,1,1,741,77.805,818.805,e-Shop
1268,26394424694,270666,22-12-2018,3,1,3,562,177.03,1863.03,e-Shop
1269,97870074546,272047,22-12-2018,4,3,2,1261,264.81,2786.81,Flagship store
1270,63675512968,271122,22-12-2018,4,2,1,1379,144.795,1523.795,e-Shop
1271,85779861345,269445,22-12-2018,4,3,2,573,120.33,1266.33,TeleShop
1272,81043490932,272532,22-12-2018,1,4,4,893,375.06,3947.06,MBR
1273,68052435243,271978,22-12-2018,12,6,1,1337,140.385,1477.385,Flagship store
1274,61914560444,272559,21-12-2018,2,6,2,390,81.9,861.9,MBR
1275,49104443979,270647,21-12-2018,10,5,5,1343,705.075,7420.075,e-Shop
1276,22091264200,271485,21-12-2018,1,4,2,394,82.74,870.74,MBR
1277,3340527650,274481,21-12-2018,3,1,1,1383,145.215,1528.215,e-Shop
1278,44390039912,271910,21-12-2018,12,6,2,323,67.83,713.83,TeleShop
1279,55703670873,273745,21-12-2018,9,3,2,1216,255.36,2687.36,Flagship store
1280,62066185563,270573,21-12-2018,11,6,5,541,284.025,2989.025,e-Shop
1281,23701218874,270292,21-12-2018,3,2,5,1155,606.375,6381.375,Flagship store
1282,36672230249,275246,21-12-2018,2,6,1,763,80.115,843.115,TeleShop
1283,58420950507,270132,21-12-2018,12,5,2,502,105.42,1109.42,e-Shop
1284,23742581947,271609,21-12-2018,6,5,4,263,110.46,1162.46,e-Shop
1285,58613158915,269555,21-12-2018,12,6,5,598,313.95,3303.95,e-Shop
1286,47312086456,274355,21-12-2018,3,2,2,501,105.21,1107.21,TeleShop
1287,3130889793,270163,21-12-2018,1,2,-4,-1217,511.14,-5379.14,TeleShop
1288,1082452472,272500,21-12-2018,10,6,3,1016,320.04,3368.04,Flagship store
1289,617160548,273553,21-12-2018,9,3,3,1144,360.36,3792.36,Flagship store
1290,9830883454,274987,21-12-2018,3,1,1,648,68.04,716.04,TeleShop
1291,48973573448,271169,21-12-2018,1,1,5,219,114.975,1209.975,Flagship store
1292,30157337990,272160,21-12-2018,9,3,3,1287,405.405,4266.405,Flagship store
1293,23653879454,267974,21-12-2018,4,2,4,199,83.58,879.58,e-Shop
1294,24754517620,270458,21-12-2018,2,6,2,466,97.86,1029.86,TeleShop
1295,10877152370,269117,21-12-2018,11,5,4,1380,579.6,6099.6,e-Shop
1296,83307796382,273016,21-12-2018,6,5,5,481,252.525,2657.525,e-Shop
1297,87691463110,271790,21-12-2018,5,3,1,1419,148.995,1567.995,MBR
1298,85934548344,274119,21-12-2018,5,3,5,1104,579.6,6099.6,Flagship store
1299,90652362749,271077,21-12-2018,5,3,5,170,89.25,939.25,MBR
1300,79483082538,267685,21-12-2018,3,5,1,1293,135.765,1428.765,TeleShop
1301,71341225548,272683,21-12-2018,9,3,2,361,75.81,797.81,TeleShop
1302,84168015435,274246,21-12-2018,2,6,1,496,52.08,548.08,Flagship store
1303,80521482559,269297,21-12-2018,12,6,2,596,125.16,1317.16,MBR
1304,80724382656,268424,21-12-2018,1,2,4,782,328.44,3456.44,e-Shop
1305,70100359437,271764,21-12-2018,1,4,5,688,361.2,3801.2,e-Shop
1306,99322308119,268510,21-12-2018,6,5,2,249,52.29,550.29,e-Shop
1307,41509350188,270603,20-12-2018,3,2,-2,-496,104.16,-1096.16,TeleShop
1308,19619938082,273386,20-12-2018,4,1,2,346,72.66,764.66,MBR
1309,18527765345,267188,20-12-2018,4,2,1,754,79.17,833.17,MBR
1310,58943448557,267465,20-12-2018,3,1,5,279,146.475,1541.475,TeleShop
1311,38197297150,268884,20-12-2018,8,3,5,1239,650.475,6845.475,MBR
1312,41109110589,271467,20-12-2018,10,6,1,923,96.915,1019.915,TeleShop
1313,44525815620,269244,20-12-2018,10,5,1,1283,134.715,1417.715,TeleShop
1314,60271133117,270938,20-12-2018,5,3,3,938,295.47,3109.47,Flagship store
1315,60425930551,269843,20-12-2018,4,2,5,105,55.125,580.125,TeleShop
1316,46394816806,267139,20-12-2018,1,2,2,984,206.64,2174.64,e-Shop
1317,76252252074,275075,20-12-2018,3,5,4,799,335.58,3531.58,MBR
1318,95067583837,267527,20-12-2018,1,4,1,798,83.79,881.79,TeleShop
1319,77064149271,270331,20-12-2018,3,2,4,1378,578.76,6090.76,e-Shop
1320,78047375988,268757,20-12-2018,10,3,3,489,154.035,1621.035,e-Shop
1321,94426220341,269779,20-12-2018,10,6,4,1288,540.96,5692.96,MBR
1322,63239740221,270755,20-12-2018,12,5,5,973,510.825,5375.825,Flagship store
1323,78469782990,268635,20-12-2018,10,6,1,469,49.245,518.245,e-Shop
1324,81494306816,274380,20-12-2018,7,5,5,1374,721.35,7591.35,Flagship store
1325,87399947112,267683,20-12-2018,1,1,1,1028,107.94,1135.94,e-Shop
1326,18047373206,272316,19-12-2018,1,2,2,1379,289.59,3047.59,Flagship store
1327,43648138720,269449,19-12-2018,11,6,2,318,66.78,702.78,e-Shop
1328,29096561502,270585,19-12-2018,11,5,1,1004,105.42,1109.42,Flagship store
1329,18859382028,266923,19-12-2018,10,6,5,580,304.5,3204.5,e-Shop
1330,41970745952,268186,19-12-2018,10,3,4,986,414.12,4358.12,MBR
1331,25001195185,271304,19-12-2018,4,4,2,849,178.29,1876.29,Flagship store
1332,56907385974,271784,19-12-2018,3,5,5,885,464.625,4889.625,e-Shop
1333,22303224302,268819,19-12-2018,10,5,-2,-152,31.92,-335.92,Flagship store
1334,6260260423,268525,19-12-2018,4,3,3,164,51.66,543.66,e-Shop
1335,54658917690,267433,19-12-2018,1,1,2,825,173.25,1823.25,MBR
1336,15491594213,272044,19-12-2018,10,5,-4,-760,319.2,-3359.2,Flagship store
1337,44812600073,269927,19-12-2018,4,4,5,1373,720.825,7585.825,e-Shop
1338,10643323288,270951,19-12-2018,2,6,4,732,307.44,3235.44,e-Shop
1339,92885373168,269100,19-12-2018,11,6,2,383,80.43,846.43,TeleShop
1340,68926798712,272765,19-12-2018,4,3,4,98,41.16,433.16,e-Shop
1341,85823339302,267576,19-12-2018,1,2,2,846,177.66,1869.66,e-Shop
1342,96821846083,274817,19-12-2018,2,6,5,1127,591.675,6226.675,TeleShop
1343,91990827947,270461,19-12-2018,1,2,2,847,177.87,1871.87,TeleShop
1344,90837495979,272847,19-12-2018,3,5,5,795,417.375,4392.375,Flagship store
1345,69571015566,270873,19-12-2018,8,3,2,1352,283.92,2987.92,TeleShop
1346,43169059572,269273,18-12-2018,12,6,5,269,141.225,1486.225,e-Shop
1347,1774519659,272823,18-12-2018,10,6,1,1115,117.075,1232.075,Flagship store
1348,7065958073,268776,18-12-2018,3,1,2,1191,250.11,2632.11,e-Shop
1349,22719365776,269509,18-12-2018,1,2,4,691,290.22,3054.22,MBR
1350,58800344901,268494,18-12-2018,10,3,3,96,30.24,318.24,MBR
1351,409774190,267801,18-12-2018,10,5,1,235,24.675,259.675,e-Shop
1352,6330375782,270132,18-12-2018,12,6,4,1183,496.86,5228.86,e-Shop
1353,14082904669,271366,18-12-2018,4,2,3,1223,385.245,4054.245,TeleShop
1354,30138186915,268436,18-12-2018,3,1,5,842,442.05,4652.05,e-Shop
1355,51359627024,273972,18-12-2018,3,2,1,1345,141.225,1486.225,e-Shop
1356,68494492124,269283,18-12-2018,1,2,1,832,87.36,919.36,MBR
1357,80261354687,268706,18-12-2018,11,6,1,1024,107.52,1131.52,Flagship store
1358,68579849059,267775,18-12-2018,8,3,2,423,88.83,934.83,Flagship store
1359,68954440685,270213,18-12-2018,12,5,-3,-512,161.28,-1697.28,Flagship store
1360,92322562229,273162,18-12-2018,1,1,1,158,16.59,174.59,Flagship store
1361,92267424551,274941,18-12-2018,4,1,4,882,370.44,3898.44,TeleShop
1362,82526404170,274410,18-12-2018,1,2,1,431,45.255,476.255,Flagship store
1363,70894690693,274022,18-12-2018,10,6,5,198,103.95,1093.95,MBR
1364,70631653733,271888,18-12-2018,7,5,2,912,191.52,2015.52,e-Shop
1365,91218267588,269982,18-12-2018,6,5,2,1331,279.51,2941.51,TeleShop
1366,91642918556,272387,18-12-2018,3,2,3,1149,361.935,3808.935,TeleShop
1367,92044057515,272407,18-12-2018,4,1,4,399,167.58,1763.58,TeleShop
1368,66471307401,268096,18-12-2018,3,5,4,578,242.76,2554.76,e-Shop
1369,74296496691,270155,18-12-2018,10,5,2,946,198.66,2090.66,Flagship store
1370,95167528416,274222,18-12-2018,10,6,3,273,85.995,904.995,MBR
1371,79091061684,273463,18-12-2018,10,3,2,1185,248.85,2618.85,Flagship store
1372,73616387352,268146,18-12-2018,1,4,3,468,147.42,1551.42,TeleShop
1373,67149460711,267880,18-12-2018,11,6,3,333,104.895,1103.895,Flagship store
1374,67188282818,272330,18-12-2018,10,5,5,923,484.575,5099.575,Flagship store
1375,65087203343,269983,18-12-2018,4,1,1,1012,106.26,1118.26,TeleShop
1376,1765311651,272759,17-12-2018,11,6,3,209,65.835,692.835,MBR
1377,17531247925,270130,17-12-2018,3,2,3,524,165.06,1737.06,Flagship store
1378,43821626254,275231,17-12-2018,3,2,1,719,75.495,794.495,e-Shop
1379,21166577568,273065,17-12-2018,12,5,3,791,249.165,2622.165,MBR
1380,1116722252,272172,17-12-2018,4,3,-2,-983,206.43,-2172.43,e-Shop
1381,54827001682,272373,17-12-2018,3,1,5,1266,664.65,6994.65,TeleShop
1382,15491594213,272044,17-12-2018,10,5,4,760,319.2,3359.2,Flagship store
1383,60998973710,271988,17-12-2018,11,5,-2,-1333,279.93,-2945.93,e-Shop
1384,13982819509,271180,17-12-2018,1,4,4,392,164.64,1732.64,MBR
1385,31725252834,272021,17-12-2018,10,5,5,1203,631.575,6646.575,MBR
1386,36371129727,269973,17-12-2018,2,6,3,877,276.255,2907.255,e-Shop
1387,65259862824,273780,17-12-2018,4,2,3,695,218.925,2303.925,e-Shop
1388,68348597940,268991,17-12-2018,6,5,2,975,204.75,2154.75,e-Shop
1389,91855187434,267985,17-12-2018,12,5,2,1415,297.15,3127.15,e-Shop
1390,86378119291,268572,17-12-2018,9,3,1,176,18.48,194.48,e-Shop
1391,90090079395,269156,17-12-2018,8,3,5,1314,689.85,7259.85,Flagship store
1392,12190405946,267045,16-12-2018,4,4,4,587,246.54,2594.54,Flagship store
1393,45987787833,274244,16-12-2018,10,3,-5,-144,75.6,-795.6,TeleShop
1394,33831361807,274047,16-12-2018,3,1,3,941,296.415,3119.415,MBR
1395,46130902114,272248,16-12-2018,4,3,3,1475,464.625,4889.625,e-Shop
1396,18505840838,271509,16-12-2018,1,1,3,1229,387.135,4074.135,Flagship store
1397,32262010974,273973,16-12-2018,4,1,5,184,96.6,1016.6,e-Shop
1398,57757107259,267811,16-12-2018,1,2,4,1472,618.24,6506.24,MBR
1399,34855966989,267844,16-12-2018,1,4,1,822,86.31,908.31,e-Shop
1400,34490189973,274411,16-12-2018,1,1,-3,-1193,375.795,-3954.795,TeleShop
1401,33974436928,273931,16-12-2018,4,2,3,558,175.77,1849.77,TeleShop
1402,21056686360,267014,16-12-2018,9,3,-3,-895,281.925,-2966.925,Flagship store
