,customer_Id,DOB,Gender,country_code
146,272088,08-09-1970,M,5.0
147,273583,08-09-1970,M,5.0
148,267490,09-09-1970,F,4.0
149,268709,09-09-1970,F,
150,267536,10-09-1970,M,3.0
151,271286,10-09-1970,M,1.0
152,273517,11-09-1970,M,5.0
153,268365,12-09-1970,M,5.0
154,266959,13-09-1970,F,1.0
155,272408,13-09-1970,M,6.0
156,271177,14-09-1970,F,5.0
157,274180,14-09-1970,M,6.0
158,267613,15-09-1970,M,3.0
159,270748,17-09-1970,M,5.0
160,274682,19-09-1970,M,10.0
161,266822,20-09-1970,F,9.0
162,272017,22-09-1970,M,8.0
163,267424,22-09-1970,M,7.0
164,272402,23-09-1970,F,10.0
165,274194,24-09-1970,M,5.0
166,274232,26-09-1970,F,5.0
167,272777,29-09-1970,M,7.0
168,273372,29-09-1970,F,1.0
169,273398,01-10-1970,F,1.0
170,267707,02-10-1970,F,2.0
171,273170,03-10-1970,F,8.0
172,271924,03-10-1970,M,5.0
173,270446,05-10-1970,M,10.0
174,273353,07-10-1970,F,4.0
175,270331,08-10-1970,F,10.0
176,269676,09-10-1970,M,8.0
177,269919,11-10-1970,M,1.0
178,268312,12-10-1970,F,9.0
179,267959,12-10-1970,M,6.0
180,268998,12-10-1970,F,7.0
181,272784,14-10-1970,F,8.0
182,270619,16-10-1970,M,6.0
183,274865,18-10-1970,F,8.0
184,273705,20-10-1970,M,5.0
185,268772,20-10-1970,F,3.0
186,266972,21-10-1970,M,7.0
187,269235,22-10-1970,F,4.0
188,270938,23-10-1970,F,9.0
189,271959,26-10-1970,M,9.0
190,272168,26-10-1970,M,2.0
191,271587,27-10-1970,F,10.0
192,273929,28-10-1970,M,5.0
193,268697,29-10-1970,F,1.0
194,270567,01-11-1970,M,8.0
195,268635,01-11-1970,M,4.0
196,275166,05-11-1970,M,10.0
197,267603,06-11-1970,F,1.0
198,266954,06-11-1970,M,4.0
199,267396,13-11-1970,M,9.0
200,272922,14-11-1970,F,7.0
201,268481,15-11-1970,F,3.0
202,268084,18-11-1970,M,1.0
203,274493,19-11-1970,M,5.0
204,273222,19-11-1970,M,6.0
205,270316,19-11-1970,M,4.0
206,270945,23-11-1970,M,1.0
207,275123,23-11-1970,M,9.0
208,267589,24-11-1970,F,9.0
209,269243,25-11-1970,F,7.0
210,273122,28-11-1970,M,4.0
211,274486,29-11-1970,M,9.0
212,273556,01-12-1970,M,3.0
213,270352,04-12-1970,M,2.0
214,275200,04-12-1970,M,8.0
215,272212,10-12-1970,M,4.0
216,273169,12-12-1970,F,3.0
217,273664,13-12-1970,M,6.0
218,267851,13-12-1970,M,3.0
219,268636,15-12-1970,M,4.0
220,269458,16-12-1970,F,10.0
221,269867,17-12-1970,F,1.0
222,270218,18-12-1970,F,8.0
223,272117,19-12-1970,M,10.0
224,268282,22-12-1970,F,1.0
225,268578,24-12-1970,M,7.0
226,270768,27-12-1970,M,10.0
227,269715,02-01-1971,M,10.0
228,267512,07-01-1971,F,7.0
229,267618,08-01-1971,M,2.0
230,267359,08-01-1971,M,1.0
231,272126,10-01-1971,M,9.0
232,274990,10-01-1971,M,9.0
233,269471,10-01-1971,F,2.0
234,270080,11-01-1971,M,8.0
235,274669,11-01-1971,F,9.0
236,275111,12-01-1971,M,8.0
237,269574,14-01-1971,F,5.0
238,273602,15-01-1971,M,2.0
239,267558,17-01-1971,M,6.0
240,271776,22-01-1971,F,10.0
241,272992,22-01-1971,F,1.0
242,274215,23-01-1971,M,8.0
243,272536,28-01-1971,M,2.0
244,274101,01-02-1971,M,1.0
245,270120,01-02-1971,F,9.0
246,274913,02-02-1971,M,8.0
247,271323,02-02-1971,M,1.0
248,268744,06-02-1971,F,2.0
249,271900,08-02-1971,M,9.0
250,272594,09-02-1971,M,10.0
251,272418,13-02-1971,F,6.0
252,270738,14-02-1971,F,1.0
253,272874,15-02-1971,F,1.0
254,270427,15-02-1971,F,5.0
255,271975,16-02-1971,M,2.0
256,269139,20-02-1971,M,3.0
257,268813,21-02-1971,M,7.0
258,269091,23-02-1971,F,10.0
259,268583,23-02-1971,F,8.0
260,270534,24-02-1971,M,7.0
261,274978,26-02-1971,M,9.0
262,270393,26-02-1971,F,1.0
263,266794,28-02-1971,F,9.0
264,266886,28-02-1971,M,1.0
265,272497,01-03-1971,M,10.0
266,273545,01-03-1971,M,3.0
267,270252,02-03-1971,M,5.0
268,267101,02-03-1971,M,8.0
269,270631,05-03-1971,F,8.0
270,267818,07-03-1971,M,2.0
271,267742,08-03-1971,M,5.0
272,275023,09-03-1971,M,6.0
273,271019,09-03-1971,F,5.0
274,271718,10-03-1971,F,6.0
275,271905,11-03-1971,F,2.0
276,267976,11-03-1971,F,10.0
277,270921,14-03-1971,F,7.0
278,270770,15-03-1971,M,5.0
279,275172,16-03-1971,F,1.0
280,270711,17-03-1971,F,7.0
281,268581,17-03-1971,F,9.0
282,274073,18-03-1971,M,10.0
283,272009,19-03-1971,M,8.0
284,267346,19-03-1971,M,7.0
285,274839,19-03-1971,F,7.0
286,267269,21-03-1971,F,4.0
287,274441,22-03-1971,M,1.0
288,272940,25-03-1971,F,1.0
289,274807,28-03-1971,F,7.0
290,267240,29-03-1971,M,6.0
291,268670,01-04-1971,M,9.0
292,267350,01-04-1971,F,9.0
293,269218,06-04-1971,M,8.0
294,270002,08-04-1971,M,7.0
295,271651,10-04-1971,F,1.0
296,269658,11-04-1971,F,6.0
297,268500,13-04-1971,F,7.0
298,267228,14-04-1971,F,6.0
299,268657,18-04-1971,F,8.0
300,267032,21-04-1971,F,4.0
301,268342,21-04-1971,M,7.0
302,271489,21-04-1971,M,9.0
303,267078,22-04-1971,M,5.0
304,267463,22-04-1971,F,4.0
305,274960,24-04-1971,F,9.0
306,273358,25-04-1971,F,8.0
307,267098,27-04-1971,F,9.0
308,273781,28-04-1971,F,3.0
309,272037,29-04-1971,F,7.0
310,271485,01-05-1971,M,10.0
311,268909,01-05-1971,M,2.0
312,271684,04-05-1971,M,4.0
313,272672,05-05-1971,F,10.0
314,274551,06-05-1971,M,3.0
315,273807,08-05-1971,M,9.0
316,274818,08-05-1971,M,4.0
317,274092,10-05-1971,M,9.0
318,274008,11-05-1971,M,6.0
319,269935,11-05-1971,F,4.0
320,274549,13-05-1971,M,1.0
321,269245,20-05-1971,M,4.0
322,268263,20-05-1971,F,1.0
323,270478,20-05-1971,F,7.0
324,272729,21-05-1971,F,2.0
325,272839,22-05-1971,F,8.0
326,270150,22-05-1971,F,8.0
327,273963,24-05-1971,F,7.0
328,269844,25-05-1971,F,9.0
329,275174,27-05-1971,F,10.0
330,266931,29-05-1971,F,4.0
331,273146,04-06-1971,M,5.0
332,267995,04-06-1971,M,4.0
333,270036,04-06-1971,M,8.0
334,268301,05-06-1971,F,1.0
335,268200,05-06-1971,F,1.0
336,274412,06-06-1971,F,4.0
337,267852,07-06-1971,F,9.0
338,267639,07-06-1971,M,8.0
339,274837,09-06-1971,F,3.0
340,273383,11-06-1971,F,6.0
341,274632,13-06-1971,F,3.0
342,273397,14-06-1971,F,5.0
343,274406,15-06-1971,F,1.0
344,267849,17-06-1971,F,3.0
345,271331,18-06-1971,F,9.0
346,274662,20-06-1971,M,7.0
347,271827,21-06-1971,M,3.0
348,270119,23-06-1971,F,2.0
349,267452,24-06-1971,F,5.0
350,267395,24-06-1971,M,6.0
351,271915,24-06-1971,F,7.0
352,272098,25-06-1971,F,4.0
353,267001,27-06-1971,F,6.0
354,268363,29-06-1971,M,10.0
355,268840,29-06-1971,M,8.0
356,270586,29-06-1971,M,2.0
357,272162,03-07-1971,F,5.0
358,269473,04-07-1971,M,4.0
359,269756,04-07-1971,M,3.0
360,271445,05-07-1971,F,3.0
361,271345,06-07-1971,F,8.0
362,273527,07-07-1971,F,2.0
363,269357,08-07-1971,M,9.0
364,273924,09-07-1971,F,7.0
365,268629,10-07-1971,F,9.0
366,274084,10-07-1971,F,5.0
367,270259,10-07-1971,M,5.0
368,270764,11-07-1971,M,1.0
369,268197,11-07-1971,M,3.0
370,271492,11-07-1971,F,5.0
371,267634,11-07-1971,M,5.0
372,270818,14-07-1971,F,1.0
373,274663,15-07-1971,F,1.0
374,270378,18-07-1971,F,2.0
375,273445,18-07-1971,M,2.0
376,270922,21-07-1971,F,7.0
377,274504,24-07-1971,F,5.0
378,274295,25-07-1971,F,1.0
379,267815,26-07-1971,F,10.0
380,268385,27-07-1971,M,4.0
381,269058,29-07-1971,M,8.0
382,273997,29-07-1971,M,3.0
383,269035,29-07-1971,M,2.0
384,273868,02-08-1971,M,2.0
385,269764,03-08-1971,M,5.0
386,273456,04-08-1971,M,6.0
387,267914,06-08-1971,M,8.0
388,269244,08-08-1971,F,8.0
389,274177,08-08-1971,M,5.0
390,268916,10-08-1971,F,6.0
391,269315,12-08-1971,M,2.0
392,272893,12-08-1971,M,10.0
393,272094,12-08-1971,F,7.0
394,271027,13-08-1971,M,8.0
395,271122,16-08-1971,M,2.0
396,268700,18-08-1971,F,3.0
397,275104,18-08-1971,M,3.0
398,271863,19-08-1971,M,1.0
399,271784,22-08-1971,M,3.0
400,274488,24-08-1971,M,7.0
401,273518,25-08-1971,F,8.0
402,271636,29-08-1971,M,9.0
403,268099,01-09-1971,M,5.0
404,275148,03-09-1971,F,4.0
405,268108,03-09-1971,M,7.0
406,266854,04-09-1971,M,5.0
407,273986,07-09-1971,M,9.0
408,268786,07-09-1971,F,10.0
409,268453,09-09-1971,M,3.0
410,270203,11-09-1971,M,4.0
411,267807,11-09-1971,M,7.0
412,270154,16-09-1971,F,4.0
413,274268,21-09-1971,M,9.0
414,268698,04-10-1971,M,5.0
415,274927,06-10-1971,M,3.0
416,270451,07-10-1971,F,10.0
417,273563,08-10-1971,F,6.0
418,267545,09-10-1971,M,8.0
419,273318,12-10-1971,F,4.0
420,271179,12-10-1971,F,5.0
421,270861,14-10-1971,M,4.0
422,271679,15-10-1971,F,5.0
423,268021,18-10-1971,F,10.0
424,272062,19-10-1971,F,5.0
425,274629,20-10-1971,M,5.0
426,273502,21-10-1971,M,3.0
427,275033,21-10-1971,F,10.0
428,270254,24-10-1971,F,7.0
429,267621,26-10-1971,F,7.0
430,272082,27-10-1971,M,5.0
431,274802,28-10-1971,F,9.0
432,275190,02-11-1971,M,6.0
433,268347,03-11-1971,M,6.0
434,273618,03-11-1971,F,9.0
435,275108,04-11-1971,F,8.0
436,268346,04-11-1971,F,7.0
437,274279,06-11-1971,M,2.0
438,267658,07-11-1971,F,5.0
439,273036,09-11-1971,F,2.0
440,274522,10-11-1971,M,7.0
441,274517,11-11-1971,F,10.0
442,272614,12-11-1971,F,8.0
443,272767,13-11-1971,M,8.0
444,269031,14-11-1971,F,10.0
445,268708,15-11-1971,F,5.0
446,274299,19-11-1971,F,7.0
447,270308,19-11-1971,F,9.0
448,268074,21-11-1971,M,5.0
449,274773,21-11-1971,M,8.0
450,270977,22-11-1971,F,5.0
451,270003,22-11-1971,M,5.0
452,270197,24-11-1971,M,3.0
453,269396,25-11-1971,M,3.0
454,272707,25-11-1971,F,8.0
455,273849,28-11-1971,M,8.0
456,275098,29-11-1971,F,2.0
457,268959,29-11-1971,F,3.0
458,272016,03-12-1971,F,7.0
459,274562,03-12-1971,M,6.0
460,273647,09-12-1971,M,7.0
461,272192,10-12-1971,F,3.0
462,267855,10-12-1971,F,7.0
463,271944,11-12-1971,F,5.0
464,271690,15-12-1971,F,8.0
465,271429,17-12-1971,F,5.0
466,267010,18-12-1971,F,4.0
467,274244,18-12-1971,M,2.0
468,271111,19-12-1971,M,2.0
469,267664,22-12-1971,F,10.0
470,274021,23-12-1971,F,9.0
471,273506,23-12-1971,M,3.0
472,274509,26-12-1971,F,10.0
473,269261,27-12-1971,F,7.0
474,272101,27-12-1971,M,3.0
475,272982,01-01-1972,F,10.0
476,269036,03-01-1972,F,2.0
477,270147,07-01-1972,F,6.0
478,271224,08-01-1972,F,9.0
479,274600,10-01-1972,M,1.0
480,271558,12-01-1972,M,6.0
481,270251,13-01-1972,M,4.0
482,269020,14-01-1972,M,4.0
483,272074,15-01-1972,F,10.0
484,270156,22-01-1972,M,6.0
485,271046,23-01-1972,F,4.0
486,273863,23-01-1972,F,6.0
487,269160,24-01-1972,F,1.0
488,274939,24-01-1972,F,5.0
489,275232,27-01-1972,M,10.0
490,270683,28-01-1972,F,5.0
491,274885,29-01-1972,F,1.0
492,271455,01-02-1972,F,9.0
493,275006,01-02-1972,M,2.0
494,267867,02-02-1972,M,3.0
495,274110,03-02-1972,M,5.0
496,268405,03-02-1972,F,4.0
497,267945,05-02-1972,M,1.0
498,271629,08-02-1972,F,5.0
499,270291,10-02-1972,M,8.0
500,272055,15-02-1972,M,4.0
501,273242,15-02-1972,F,3.0
502,273352,15-02-1972,F,5.0
503,268445,18-02-1972,M,6.0
504,271012,20-02-1972,F,10.0
505,274053,20-02-1972,F,5.0
506,274550,21-02-1972,M,7.0
507,270688,21-02-1972,F,2.0
508,270785,22-02-1972,M,2.0
509,270968,22-02-1972,F,5.0
510,274136,23-02-1972,F,1.0
511,274402,24-02-1972,M,7.0
512,270965,25-02-1972,M,2.0
513,269124,28-02-1972,M,3.0
514,269528,28-02-1972,M,7.0
515,275158,01-03-1972,M,3.0
516,270810,01-03-1972,F,1.0
517,269953,01-03-1972,M,8.0
518,273946,03-03-1972,M,1.0
519,270420,03-03-1972,F,6.0
520,267698,03-03-1972,M,7.0
521,272504,06-03-1972,M,3.0
522,269297,06-03-1972,M,6.0
523,272386,08-03-1972,M,2.0
524,268484,09-03-1972,F,9.0
525,269800,09-03-1972,F,6.0
526,269118,10-03-1972,F,6.0
527,275036,11-03-1972,M,5.0
528,267778,11-03-1972,F,7.0
529,271951,11-03-1972,F,4.0
530,271526,12-03-1972,F,4.0
531,267743,13-03-1972,M,10.0
532,272435,13-03-1972,F,7.0
533,273380,15-03-1972,F,8.0
534,270515,15-03-1972,M,6.0
535,271751,17-03-1972,F,8.0
536,271187,18-03-1972,F,1.0
537,267293,18-03-1972,M,2.0
538,273796,20-03-1972,M,5.0
539,267827,20-03-1972,F,7.0
540,272295,20-03-1972,M,6.0
541,270855,20-03-1972,M,7.0
542,266788,20-03-1972,F,2.0
543,271377,21-03-1972,M,7.0
544,274115,25-03-1972,F,2.0
545,271658,25-03-1972,F,10.0
546,268160,29-03-1972,M,7.0
547,273497,02-04-1972,M,2.0
548,272713,02-04-1972,F,7.0
549,274019,05-04-1972,M,6.0
550,268920,07-04-1972,M,1.0
551,273669,07-04-1972,F,9.0
552,273711,08-04-1972,M,4.0
553,272708,15-04-1972,M,10.0
554,268333,17-04-1972,F,8.0
555,271873,17-04-1972,M,1.0
556,272368,17-04-1972,M,3.0
557,274336,19-04-1972,M,10.0
558,274261,28-04-1972,M,4.0
559,272069,29-04-1972,F,8.0
560,274613,02-05-1972,M,9.0
561,272953,02-05-1972,M,1.0
562,270891,05-05-1972,F,6.0
563,268271,08-05-1972,M,3.0
564,271150,12-05-1972,F,8.0
565,273682,13-05-1972,F,8.0
566,271055,14-05-1972,M,3.0
567,273936,16-05-1972,F,9.0
568,273167,17-05-1972,M,9.0
569,270898,18-05-1972,M,3.0
570,272070,18-05-1972,F,10.0
571,272279,19-05-1972,M,9.0
572,270493,22-05-1972,M,9.0
573,273832,23-05-1972,M,8.0
574,271407,23-05-1972,F,2.0
575,274653,26-05-1972,M,8.0
576,270458,26-05-1972,M,2.0
577,268535,27-05-1972,F,4.0
578,268957,01-06-1972,M,2.0
579,267747,02-06-1972,M,5.0
580,270928,02-06-1972,M,2.0
581,274270,06-06-1972,F,1.0
582,268647,07-06-1972,M,9.0
583,275236,08-06-1972,F,2.0
584,274931,10-06-1972,M,10.0
585,270084,10-06-1972,F,4.0
586,273606,13-06-1972,F,10.0
587,273440,15-06-1972,M,9.0
588,271958,15-06-1972,F,9.0
589,266855,16-06-1972,M,10.0
590,273697,16-06-1972,F,1.0
591,273119,17-06-1972,F,9.0
592,273025,17-06-1972,F,6.0
593,269568,17-06-1972,M,2.0
594,267380,19-06-1972,F,4.0
595,275088,23-06-1972,F,2.0
596,269616,23-06-1972,F,8.0
597,272472,24-06-1972,F,5.0
598,269559,24-06-1972,M,1.0
599,268101,25-06-1972,M,3.0
600,270823,28-06-1972,M,5.0
601,273546,29-06-1972,F,9.0
602,268612,02-07-1972,F,4.0
603,269805,04-07-1972,F,6.0
604,273492,05-07-1972,F,7.0
605,272938,06-07-1972,M,8.0
606,271538,10-07-1972,F,5.0
607,275082,11-07-1972,M,9.0
608,274058,13-07-1972,F,10.0
609,273330,13-07-1972,M,1.0
610,268348,15-07-1972,M,5.0
611,272852,18-07-1972,F,10.0
612,273205,19-07-1972,M,2.0
613,269013,20-07-1972,M,1.0
614,267721,22-07-1972,F,9.0
615,273361,22-07-1972,F,8.0
616,269197,22-07-1972,M,8.0
617,267543,24-07-1972,F,7.0
618,274450,24-07-1972,F,9.0
619,270460,27-07-1972,M,5.0
620,275007,29-07-1972,M,4.0
621,267925,02-08-1972,M,4.0
622,269470,02-08-1972,M,4.0
623,273030,03-08-1972,F,3.0
624,271095,04-08-1972,M,3.0
625,269310,06-08-1972,M,4.0
626,274204,09-08-1972,F,1.0
627,272231,10-08-1972,F,5.0
628,273641,17-08-1972,F,2.0
629,273357,18-08-1972,F,9.0
630,271144,19-08-1972,F,2.0
631,274438,20-08-1972,F,6.0
632,270721,20-08-1972,M,1.0
633,274093,21-08-1972,M,2.0
634,273237,26-08-1972,M,3.0
635,270659,27-08-1972,M,10.0
636,267439,27-08-1972,M,1.0
637,269636,03-09-1972,F,2.0
638,274090,04-09-1972,F,10.0
639,271584,04-09-1972,M,9.0
640,270401,05-09-1972,F,8.0
641,274281,05-09-1972,F,5.0
642,271965,06-09-1972,M,4.0
643,270907,09-09-1972,F,1.0
644,273114,09-09-1972,F,8.0
645,273939,09-09-1972,F,9.0
646,273495,11-09-1972,M,6.0
647,269382,12-09-1972,F,1.0
648,270760,16-09-1972,F,8.0
649,269702,16-09-1972,M,6.0
650,267370,21-09-1972,M,4.0
651,273157,23-09-1972,F,3.0
652,268731,25-09-1972,M,8.0
653,268870,26-09-1972,F,7.0
654,266975,27-09-1972,M,4.0
655,272518,02-10-1972,F,9.0
656,268534,02-10-1972,M,9.0
657,267405,03-10-1972,F,2.0
658,272248,04-10-1972,M,7.0
659,269629,05-10-1972,M,6.0
660,267092,08-10-1972,F,7.0
661,273056,10-10-1972,F,3.0
662,267905,12-10-1972,F,9.0
663,274241,13-10-1972,F,9.0
664,274946,14-10-1972,M,4.0
665,273595,16-10-1972,M,3.0
666,271060,16-10-1972,M,4.0
667,274567,18-10-1972,M,2.0
668,268988,19-10-1972,M,6.0
669,273478,20-10-1972,F,3.0
670,267112,22-10-1972,M,7.0
671,270366,24-10-1972,M,3.0
672,267895,25-10-1972,F,10.0
673,272446,26-10-1972,F,7.0
674,272700,27-10-1972,M,6.0
675,272489,28-10-1972,F,6.0
676,268558,02-11-1972,F,4.0
677,272313,02-11-1972,F,5.0
678,272508,05-11-1972,M,9.0
679,272200,06-11-1972,M,4.0
680,275043,08-11-1972,M,4.0
681,271283,10-11-1972,M,2.0
682,272561,12-11-1972,M,8.0
683,268412,13-11-1972,F,4.0
684,267174,16-11-1972,M,1.0
685,266863,17-11-1972,M,6.0
686,267583,21-11-1972,M,4.0
687,270706,24-11-1972,M,1.0
688,273941,26-11-1972,F,8.0
689,269922,26-11-1972,M,5.0
690,267193,27-11-1972,M,1.0
691,269603,28-11-1972,M,4.0
692,273308,28-11-1972,M,1.0
693,267429,29-11-1972,F,2.0
694,271596,29-11-1972,F,9.0
695,274386,01-12-1972,M,6.0
696,268504,05-12-1972,M,6.0
697,269462,05-12-1972,F,6.0
698,273638,09-12-1972,M,8.0
699,268469,10-12-1972,F,10.0
700,267715,10-12-1972,F,7.0
701,273265,12-12-1972,F,5.0
702,272535,12-12-1972,F,4.0
703,268241,13-12-1972,M,5.0
704,274449,15-12-1972,M,4.0
705,267270,16-12-1972,M,2.0
706,274523,16-12-1972,F,8.0
707,272438,16-12-1972,M,9.0
708,269034,16-12-1972,M,10.0
709,273675,18-12-1972,M,7.0
710,267875,18-12-1972,F,8.0
711,268319,19-12-1972,M,10.0
712,272969,19-12-1972,M,5.0
713,272010,22-12-1972,F,5.0
714,268171,22-12-1972,M,3.0
715,268419,23-12-1972,F,3.0
716,268976,26-12-1972,M,4.0
717,267257,26-12-1972,M,4.0
718,269556,27-12-1972,M,5.0
719,271743,27-12-1972,F,3.0
720,269679,28-12-1972,M,4.0
721,269352,03-01-1973,F,3.0
722,269490,05-01-1973,M,5.0
723,268366,09-01-1973,F,9.0
724,274556,10-01-1973,F,8.0
725,267387,11-01-1973,M,9.0
726,273662,12-01-1973,M,10.0
727,270071,17-01-1973,F,5.0
728,268055,20-01-1973,M,5.0
729,270306,21-01-1973,M,1.0
730,271205,23-01-1973,M,7.0
731,275204,24-01-1973,F,1.0
732,270144,28-01-1973,F,5.0
733,274334,01-02-1973,M,5.0
734,273553,04-02-1973,M,3.0
735,274251,05-02-1973,M,5.0
736,267931,06-02-1973,F,10.0
737,267169,07-02-1973,M,8.0
738,271856,08-02-1973,F,7.0
739,267126,09-02-1973,M,8.0
740,268411,10-02-1973,F,1.0
741,274648,13-02-1973,M,8.0
742,268502,14-02-1973,F,6.0
743,272808,15-02-1973,M,6.0
744,272684,17-02-1973,F,6.0
745,267718,19-02-1973,F,9.0
746,272046,20-02-1973,M,5.0
747,272727,20-02-1973,M,3.0
748,273067,21-02-1973,F,5.0
749,272173,21-02-1973,M,8.0
750,272799,24-02-1973,F,6.0
751,269033,24-02-1973,M,6.0
752,267320,25-02-1973,M,3.0
753,269789,27-02-1973,F,2.0
754,269798,28-02-1973,F,4.0
755,269988,02-03-1973,M,6.0
756,268606,03-03-1973,F,1.0
757,268352,04-03-1973,F,8.0
758,266991,05-03-1973,M,5.0
759,269794,07-03-1973,F,10.0
760,267696,09-03-1973,F,8.0
761,272720,09-03-1973,F,2.0
762,275046,10-03-1973,M,10.0
763,271547,10-03-1973,F,7.0
764,269617,11-03-1973,F,3.0
765,269306,11-03-1973,M,6.0
766,273019,11-03-1973,F,4.0
767,274369,14-03-1973,F,9.0
768,274237,17-03-1973,M,10.0
769,275233,17-03-1973,M,5.0
770,270839,19-03-1973,M,5.0
771,269737,19-03-1973,M,6.0
772,271722,20-03-1973,M,6.0
773,275261,21-03-1973,F,10.0
774,275091,26-03-1973,F,2.0
775,267892,27-03-1973,F,4.0
